0 0 0
0 1e-09 0
0 1e-06 3
0 0.001 2
0 0.1 15
0 1 5
0 2 954
1 0 102
1 1e-09 149059
1 1e-06 65448
1 0.001 59542
1 0.1 88933
1 1 11457
1 2 7123
2 0 0
2 1e-09 24
2 1e-06 56
2 0.001 136
2 0.1 288
2 1 736
2 2 28231

0 0 0
0 1e-09 0
0 1e-06 0
0 0.001 0
0 0.1 2
0 1 15
0 2 952
1 0 0
1 1e-09 2113
1 1e-06 151799
1 0.001 103179
1 0.1 104468
1 1 11923
1 2 7256
2 0 0
2 1e-09 0
2 1e-06 13
2 0.001 74
2 0.1 274
2 1 760
2 2 28687

0 0 0
0 1e-09 0
0 1e-06 0
0 0.001 4
0 0.1 0
0 1 3
0 2 1077
1 0 0
1 1e-09 0
1 1e-06 32495
1 0.001 201613
1 0.1 127055
1 1 11654
1 2 6998
2 0 0
2 1e-09 0
2 1e-06 0
2 0.001 28
2 0.1 251
2 1 753
2 2 29118

0 0 0
0 1e-09 0
0 1e-06 0
0 0.001 0
0 0.1 0
0 1 0
0 2 1082
1 0 0
1 1e-09 0
1 1e-06 0
1 0.001 169663
1 0.1 187584
1 1 13327
1 2 7449
2 0 0
2 1e-09 0
2 1e-06 0
2 0.001 7
2 0.1 264
2 1 799
2 2 30514

0 0 0
0 1e-09 0
0 1e-06 0
0 0.001 0
0 0.1 0
0 1 2
0 2 2084
1 0 0
1 1e-09 0
1 1e-06 0
1 0.001 0
1 0.1 318642
1 1 23294
1 2 12937
2 0 0
2 1e-09 0
2 1e-06 0
2 0.001 0
2 0.1 419
2 1 1184
2 2 52835

0 0 0
0 1e-09 0
0 1e-06 0
0 0.001 0
0 0.1 0
0 1 0
0 2 8423
1 0 0
1 1e-09 0
1 1e-06 0
1 0.001 0
1 0.1 0
1 1 102572
1 2 59884
2 0 0
2 1e-09 0
2 1e-06 0
2 0.001 0
2 0.1 0
2 1 3813
2 2 236878

0 0 0
0 1e-09 0
0 1e-06 0
0 0.001 0
0 0.1 0
0 1 0
0 2 11908
1 0 0
1 1e-09 0
1 1e-06 0
1 0.001 0
1 0.1 0
1 1 0
1 2 80837
2 0 0
2 1e-09 0
2 1e-06 0
2 0.001 0
2 0.1 0
2 1 0
2 2 316865

