0.015708 0.005066 0.005146 0.004989 50661 51463 49887
0.047124 0.005122 0.005154 0.005032 51222 51540 50316
0.078540 0.005205 0.005110 0.004994 52051 51101 49938
0.109956 0.005165 0.005140 0.005026 51647 51399 50264
0.141372 0.005165 0.005158 0.005034 51652 51578 50345
0.172788 0.005068 0.005143 0.004985 50684 51431 49846
0.204204 0.005124 0.005174 0.004979 51237 51740 49790
0.235619 0.005106 0.005108 0.004973 51062 51078 49734
0.267035 0.005044 0.005123 0.004975 50444 51225 49755
0.298451 0.005066 0.005151 0.004896 50663 51512 48962
0.329867 0.005084 0.005128 0.004881 50838 51278 48808
0.361283 0.005017 0.005135 0.004932 50172 51345 49321
0.392699 0.005010 0.005099 0.004954 50103 50986 49536
0.424115 0.005000 0.005107 0.004941 49997 51069 49406
0.455531 0.005003 0.005146 0.004939 50031 51458 49385
0.486947 0.004948 0.005167 0.004934 49476 51674 49340
0.518363 0.004876 0.005177 0.004958 48764 51774 49584
0.549779 0.004914 0.005094 0.004995 49141 50944 49953
0.581195 0.004821 0.005056 0.004998 48206 50564 49983
0.612611 0.004866 0.005029 0.004929 48663 50292 49289
0.644026 0.004839 0.005051 0.004954 48392 50506 49540
0.675442 0.004819 0.004997 0.004972 48189 49973 49724
0.706858 0.004806 0.005131 0.004992 48058 51310 49923
0.738274 0.004812 0.005145 0.004943 48121 51455 49431
0.769690 0.004788 0.005107 0.004919 47876 51069 49188
0.801106 0.004807 0.005171 0.004929 48069 51715 49287
0.832522 0.004831 0.005204 0.004931 48310 52038 49309
0.863938 0.004842 0.005207 0.004900 48425 52071 48998
0.895354 0.004925 0.005197 0.004932 49247 51966 49324
0.926770 0.004905 0.005168 0.004919 49048 51683 49188
0.958186 0.004936 0.005163 0.004901 49361 51629 49009
0.989602 0.004934 0.005170 0.004827 49343 51700 48269
1.021018 0.004998 0.005176 0.004805 49984 51755 48048
1.052434 0.005007 0.005165 0.004816 50069 51654 48162
1.083849 0.004930 0.005155 0.004834 49302 51553 48339
1.115265 0.004954 0.005093 0.004744 49540 50931 47442
1.146681 0.004897 0.005039 0.004724 48970 50388 47242
1.178097 0.004927 0.005014 0.004707 49268 50141 47067
1.209513 0.004861 0.005019 0.004693 48607 50190 46926
1.240929 0.004944 0.005059 0.004801 49443 50590 48006
1.272345 0.004912 0.005104 0.004840 49119 51037 48404
1.303761 0.004882 0.005150 0.004826 48821 51496 48257
1.335177 0.004907 0.005144 0.004807 49070 51436 48065
1.366593 0.004911 0.005234 0.004829 49110 52344 48294
1.398009 0.004953 0.005203 0.004825 49529 52033 48254
1.429425 0.004967 0.005182 0.004801 49670 51823 48006
1.460841 0.004941 0.005160 0.004790 49407 51595 47901
1.492257 0.004953 0.005161 0.004855 49530 51613 48553
1.523672 0.004951 0.005109 0.004865 49512 51092 48652
1.555088 0.004937 0.005071 0.004841 49371 50707 48414
1.586504 0.004910 0.005132 0.004839 49098 51316 48394
1.617920 0.004881 0.005186 0.004816 48813 51858 48164
1.649336 0.004915 0.005153 0.004812 49148 51532 48121
1.680752 0.004891 0.005130 0.004852 48910 51296 48518
1.712168 0.004882 0.005145 0.004832 48815 51455 48321
1.743584 0.004833 0.005140 0.004778 48333 51403 47784
1.775000 0.004866 0.005175 0.004858 48663 51754 48578
1.806416 0.004846 0.005174 0.004859 48457 51739 48592
1.837832 0.004855 0.005218 0.004871 48550 52180 48711
1.869248 0.004885 0.005236 0.004937 48852 52362 49367
1.900664 0.004871 0.005299 0.004976 48714 52994 49762
1.932079 0.004899 0.005297 0.004983 48990 52966 49827
1.963495 0.004843 0.005176 0.004986 48428 51755 49863
1.994911 0.004931 0.005135 0.004962 49314 51351 49624
2.026327 0.004895 0.005126 0.004976 48954 51262 49764
2.057743 0.004907 0.005150 0.005045 49069 51495 50451
2.089159 0.004958 0.005187 0.005051 49583 51870 50510
2.120575 0.004974 0.005140 0.004938 49738 51401 49381
2.151991 0.004964 0.005193 0.004946 49644 51932 49460
2.183407 0.004961 0.005164 0.004945 49614 51645 49448
2.214823 0.004948 0.005205 0.004849 49485 52052 48492
2.246239 0.004888 0.005177 0.004923 48876 51772 49235
2.277655 0.004845 0.005267 0.004927 48453 52671 49273
2.309071 0.004823 0.005241 0.005002 48229 52407 50022
2.340487 0.004753 0.005244 0.004957 47533 52444 49570
2.371902 0.004755 0.005232 0.004987 47553 52317 49871
2.403318 0.004685 0.005193 0.004982 46854 51934 49819
2.434734 0.004715 0.005164 0.004947 47150 51636 49468
2.466150 0.004701 0.005156 0.004973 47015 51556 49726
2.497566 0.004801 0.005159 0.005001 48010 51590 50015
2.528982 0.004862 0.005189 0.004984 48622 51893 49837
2.560398 0.004826 0.005088 0.004923 48257 50880 49228
2.591814 0.004791 0.005068 0.004956 47910 50678 49559
2.623230 0.004846 0.005143 0.004970 48463 51434 49698
2.654646 0.004845 0.005115 0.004986 48454 51152 49860
2.686062 0.004827 0.005122 0.005052 48266 51215 50520
2.717478 0.004884 0.005079 0.005095 48838 50793 50947
2.748894 0.004844 0.004994 0.005133 48440 49944 51329
2.780309 0.004868 0.004988 0.005120 48677 49885 51201
2.811725 0.004821 0.004930 0.005175 48205 49301 51754
2.843141 0.004894 0.004967 0.005257 48942 49673 52569
2.874557 0.004864 0.004958 0.005222 48641 49582 52219
2.905973 0.004907 0.004979 0.005206 49069 49789 52061
2.937389 0.004937 0.004940 0.005248 49372 49399 52476
2.968805 0.004974 0.004915 0.005233 49740 49146 52326
3.000221 0.004981 0.004893 0.005245 49813 48927 52447
3.031637 0.005008 0.004865 0.005230 50078 48649 52300
3.063053 0.004978 0.004853 0.005282 49782 48531 52824
3.094469 0.004909 0.004870 0.005263 49089 48702 52629
3.125885 0.004932 0.004853 0.005166 49321 48531 51663
3.157301 0.004946 0.004821 0.005164 49458 48212 51639
3.188717 0.004931 0.004842 0.005150 49306 48424 51498
3.220132 0.004989 0.004805 0.005163 49892 48055 51629
3.251548 0.004969 0.004802 0.005170 49695 48023 51698
3.282964 0.004985 0.004730 0.005169 49854 47297 51694
3.314380 0.005014 0.004745 0.005156 50141 47448 51555
3.345796 0.004998 0.004746 0.005129 49983 47465 51293
3.377212 0.004960 0.004748 0.005122 49603 47480 51216
3.408628 0.004932 0.004781 0.005159 49321 47805 51586
3.440044 0.004915 0.004742 0.005174 49151 47415 51737
3.471460 0.004867 0.004773 0.005080 48673 47732 50801
3.502876 0.004791 0.004787 0.005028 47911 47871 50280
3.534292 0.004856 0.004780 0.004939 48564 47801 49386
3.565708 0.004905 0.004797 0.004998 49047 47974 49977
