0 1  3.000000000  0.000000000
0 2  4.000000000  0.000000000
0 3  4.900000000 17.000000000

1 1  3.000000000  0.000000000
1 2  4.000000000  0.000000000
1 3  4.900000000 993.000000000

2 1  3.000000000 94793.000000000
2 2  4.000000000 124155.000000000
2 3  4.900000000 170309.000000000


0 1  3.000000000  0.000000000
0 2  4.000000000  0.000000000
0 3  4.900000000 13.694135179

1 1  3.000000000  0.000000000
1 2  4.000000000  0.000000000
1 3  4.900000000 1083.358249722

2 1  3.000000000  0.000000000
2 2  4.000000000 62643.060591358
2 3  4.900000000 232483.050579173


0 1  3.000000000  0.000000000
0 2  4.000000000  0.000000000
0 3  4.900000000 24.064854442

1 1  3.000000000  0.000000000
1 2  4.000000000  0.000000000
1 3  4.900000000 1051.634139105

2 1  3.000000000  0.000000000
2 2  4.000000000  0.000000000
2 3  4.900000000 232831.076452171


