              1              2              31   4.5188e+05        0.118     0.070888 
2        0.118            0            0 
3     0.070888            0            0 
              1              2              31            0       1045.4            0 
2       1045.4   4.4703e+05        29264 
3            0        29264            0 
              1              2              31            0            0        18.86 
2            0            0       1047.4 
3        18.86       1047.4   4.0101e+05 
