0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  2.998008041
0 4  0.001000000  1.998672027
0 5  0.100000000 14.990040203
0 6  1.000000000  4.996680068
0 7  2.000000000 953.366556884

1 1  0.000000000 101.932273378
1 2  0.000000001 148960.026837087
1 3  0.000001000 65404.543411895
1 4  0.001000000 59502.464916133
1 5  0.100000000 88873.949689067
1 6  1.000000000 11449.392706730
1 7  2.000000000 7118.270424198

2 1  0.000000000  0.000000000
2 2  0.000000001 23.984064324
2 3  0.000001000 55.962816756
2 4  0.001000000 135.909697837
2 5  0.100000000 287.808771890
2 6  1.000000000 735.511305940
2 7  2.000000000 28212.254997268


0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  0.000000000
0 4  0.001000000  0.000000000
0 5  0.100000000  2.000000000
0 6  1.000000000 15.000000000
0 7  2.000000000 952.000000000

1 1  0.000000000  0.000000000
1 2  0.000000001 2113.000000000
1 3  0.000001000 151799.000000000
1 4  0.001000000 103179.000000000
1 5  0.100000000 104468.000000000
1 6  1.000000000 11923.000000000
1 7  2.000000000 7256.000000000

2 1  0.000000000  0.000000000
2 2  0.000000001  0.000000000
2 3  0.000001000 13.000000000
2 4  0.001000000 74.000000000
2 5  0.100000000 274.000000000
2 6  1.000000000 760.000000000
2 7  2.000000000 28687.000000000


0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  0.000000000
0 4  0.001000000  3.984047776
0 5  0.100000000  0.000000000
0 6  1.000000000  2.988035832
0 7  2.000000000 1072.704863621

1 1  0.000000000  0.000000000
1 2  0.000000001  0.000000000
1 3  0.000001000 32365.408118272
1 4  0.001000000 200808.956053216
1 5  0.100000000 126548.297537070
1 6  1.000000000 11607.523194656
1 7  2.000000000 6970.091583680

2 1  0.000000000  0.000000000
2 2  0.000000001  0.000000000
2 3  0.000001000  0.000000000
2 4  0.001000000 27.888334430
2 5  0.100000000 249.998997928
2 6  1.000000000 749.996993785
2 7  2.000000000 29001.875783593


0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  0.000000000
0 4  0.001000000  0.000000000
0 5  0.100000000  0.000000000
0 6  1.000000000  0.000000000
0 7  2.000000000 991.823631504

1 1  0.000000000  0.000000000
1 2  0.000000001  0.000000000
1 3  0.000001000  0.000000000
1 4  0.001000000 155522.895371469
1 5  0.100000000 171950.318014898
1 6  1.000000000 12216.297169186
1 7  2.000000000 6828.183208019

2 1  0.000000000  0.000000000
2 2  0.000000001  0.000000000
2 3  0.000001000  0.000000000
2 4  0.001000000  6.416603901
2 5  0.100000000 241.997632825
2 6  1.000000000 732.409502377
2 7  2.000000000 27970.893060744


0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  0.000000000
0 4  0.001000000  0.000000000
0 5  0.100000000  0.000000000
0 6  1.000000000  1.068728635
0 7  2.000000000 1113.615237243

1 1  0.000000000  0.000000000
1 2  0.000000001  0.000000000
1 3  0.000001000  0.000000000
1 4  0.001000000  0.000000000
1 5  0.100000000 170270.914791472
1 6  1.000000000 12447.482407067
1 7  2.000000000 6913.071172844

2 1  0.000000000  0.000000000
2 2  0.000000001  0.000000000
2 3  0.000001000  0.000000000
2 4  0.001000000  0.000000000
2 5  0.100000000 223.898648947
2 6  1.000000000 632.687351677
2 7  2.000000000 28233.138704274


0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  0.000000000
0 4  0.001000000  0.000000000
0 5  0.100000000  0.000000000
0 6  1.000000000  0.000000000
0 7  2.000000000 1008.722059270

1 1  0.000000000  0.000000000
1 2  0.000000001  0.000000000
1 3  0.000001000  0.000000000
1 4  0.001000000  0.000000000
1 5  0.100000000  0.000000000
1 6  1.000000000 12283.822754772
1 7  2.000000000 7171.591095491

2 1  0.000000000  0.000000000
2 2  0.000000001  0.000000000
2 3  0.000001000  0.000000000
2 4  0.001000000  0.000000000
2 5  0.100000000  0.000000000
2 6  1.000000000 456.637446515
2 7  2.000000000 28368.047483765


0 1  0.000000000  0.000000000
0 2  0.000000001  0.000000000
0 3  0.000001000  0.000000000
0 4  0.001000000  0.000000000
0 5  0.100000000  0.000000000
0 6  1.000000000  0.000000000
0 7  2.000000000 1064.703050090

1 1  0.000000000  0.000000000
1 2  0.000000001  0.000000000
1 3  0.000001000  0.000000000
1 4  0.001000000  0.000000000
1 5  0.100000000  0.000000000
1 6  1.000000000  0.000000000
1 7  2.000000000 7227.695705418

2 1  0.000000000  0.000000000
2 2  0.000000001  0.000000000
2 3  0.000001000  0.000000000
2 4  0.001000000  0.000000000
2 5  0.100000000  0.000000000
2 6  1.000000000  0.000000000
2 7  2.000000000 28331.133017026


